0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
69456.43,5.64965,69456.42,0.75597,69457.32,0.003,69456.41,0.00024,69457.74,8e-05,69456.28,8e-05,69458.09,0.0144,69455.26,8e-05,69458.43,8e-05,69454.94,0.00029,69459.05,0.0072,69454.31,8e-05,69459.06,0.003,69454.0,8e-05,69459.81,8e-05,69453.99,8e-05,69459.82,0.25465,69453.81,8e-05,69459.84,8e-05,69453.8,8e-05
69456.43,5.64965,69456.42,0.75597,69457.32,0.003,69456.41,0.00024,69457.74,8e-05,69456.28,8e-05,69458.36,0.0144,69455.26,8e-05,69458.43,8e-05,69454.94,0.00029,69459.05,0.0072,69454.31,8e-05,69459.06,0.003,69454.0,8e-05,69459.81,8e-05,69453.99,8e-05,69459.82,0.25465,69453.81,8e-05,69459.84,8e-05,69453.8,8e-05
69456.43,5.64965,69456.42,0.76284,69457.32,0.003,69456.41,0.00024,69457.74,8e-05,69456.28,8e-05,69458.36,0.0144,69455.26,8e-05,69458.43,8e-05,69454.94,0.00029,69459.04,0.0072,69454.31,8e-05,69459.06,0.003,69454.25,8e-05,69459.81,8e-05,69454.24,8e-05,69459.82,0.25465,69454.23,0.00016,69459.84,8e-05,69454.0,8e-05
69456.43,5.64965,69456.42,0.763,69457.32,0.003,69456.41,0.00024,69457.74,8e-05,69456.28,8e-05,69458.43,8e-05,69455.26,8e-05,69459.04,0.0072,69454.94,0.00029,69459.06,0.003,69454.31,8e-05,69459.81,8e-05,69454.0,8e-05,69459.82,0.25465,69453.99,8e-05,69459.84,8e-05,69453.81,8e-05,69460.23,0.35378,69453.79,8e-05
69456.43,5.64965,69456.42,0.76414,69457.32,0.003,69456.41,0.00024,69457.74,8e-05,69456.28,8e-05,69459.04,0.0072,69455.26,8e-05,69459.06,0.003,69454.94,0.00029,69459.81,8e-05,69454.31,8e-05,69459.82,0.25465,69454.0,8e-05,69459.84,8e-05,69453.99,8e-05,69460.23,0.35378,69453.81,8e-05,69460.24,0.04021,69453.79,8e-05
69456.43,5.64965,69456.42,0.76461,69457.32,0.003,69456.41,0.00024,69457.74,8e-05,69456.28,8e-05,69459.04,0.0072,69455.26,8e-05,69459.06,0.003,69454.94,0.00029,69459.81,8e-05,69454.31,8e-05,69459.82,0.25465,69454.0,8e-05,69459.84,8e-05,69453.99,8e-05,69460.23,0.35378,69453.81,8e-05,69460.24,0.04021,69453.79,8e-05
69456.43,5.64965,69456.42,0.76461,69457.32,0.003,69456.41,0.00024,69457.74,8e-05,69456.28,8e-05,69459.04,0.0072,69455.26,8e-05,69459.06,0.003,69454.94,0.00029,69459.81,8e-05,69454.31,8e-05,69459.82,0.25465,69454.0,8e-05,69459.84,8e-05,69453.99,8e-05,69460.23,0.35378,69453.81,8e-05,69460.24,0.04021,69453.79,8e-05
69456.43,4.25873,69456.42,2.18458,69456.44,8e-05,69456.41,0.00032,69457.32,0.003,69456.28,8e-05,69457.74,8e-05,69455.52,0.08498,69458.55,0.0144,69455.51,0.13041,69459.06,0.003,69455.47,0.00592,69459.81,8e-05,69455.26,8e-05,69459.82,0.25465,69454.97,8e-05,69459.84,8e-05,69454.94,0.00029,69460.22,0.0072,69454.31,8e-05
69456.43,4.09454,69456.42,1.82524,69456.44,8e-05,69456.41,0.00032,69457.32,0.003,69456.28,8e-05,69457.74,8e-05,69455.52,0.08498,69458.55,0.0144,69455.51,0.13041,69459.06,0.003,69455.47,0.00592,69459.81,8e-05,69455.26,8e-05,69459.82,0.25465,69454.97,8e-05,69459.84,8e-05,69454.94,0.00029,69460.22,0.0072,69454.31,8e-05
69456.43,4.09454,69456.42,1.82496,69456.44,8e-05,69456.41,0.00032,69457.32,0.003,69456.28,8e-05,69457.74,8e-05,69455.52,0.08498,69458.55,0.0144,69455.51,0.13041,69459.06,0.003,69455.47,0.00592,69459.81,8e-05,69455.26,8e-05,69459.82,0.25465,69454.97,8e-05,69459.84,8e-05,69454.94,0.00029,69460.22,0.0072,69454.31,8e-05
